 22:36:18,-0.152,0.076,0.992,0.089
 22:36:18,-0.136,0.072,0.976,0.103
 22:36:18,-0.152,0.084,0.984,0.092
 22:36:19,-0.148,0.104,0.976,0.090
 22:36:19,-0.140,0.100,0.980,0.098
 22:36:19,-0.160,0.128,0.988,0.108
 22:36:19,-0.164,0.108,1.000,0.102
 22:36:20,-0.164,0.108,0.992,0.096
 22:36:20,-0.164,0.048,0.996,0.084
 22:36:20,-0.132,0.064,0.972,0.051
 22:36:20,-0.160,0.024,0.980,0.049
 22:36:21,-0.168,0.000,0.964,0.021
 22:36:21,-0.172,0.000,0.964,0.005
 22:36:21,0.436,-1.660,1.096,0.275
 22:36:21,-0.156,0.096,0.760,0.472
 22:36:22,-0.332,0.496,0.860,0.380
 22:36:24,-0.312,0.196,0.932,0.144
 22:36:24,-0.324,0.196,0.936,0.196
 22:36:25,-0.316,0.208,0.920,0.186
 22:36:25,-0.316,0.216,0.924,0.183
 22:36:25,-0.312,0.180,0.928,0.173
 22:36:25,-0.300,0.172,0.924,0.163
 22:36:26,-0.300,0.168,0.924,0.151
 22:36:26,-0.320,0.168,0.932,0.156
 22:36:26,-0.328,0.160,0.940,0.153
 22:36:26,-0.336,0.160,0.936,0.150
 22:36:27,-0.320,0.152,0.932,0.151
 22:36:27,-0.332,0.156,0.920,0.155
 22:36:27,-0.336,0.164,0.932,0.159
 22:36:27,-0.536,2.044,0.376,0.272
 22:36:28,-0.372,0.632,0.844,0.457
 22:36:28,-0.408,0.404,0.840,0.306
 22:36:30,-0.436,0.348,0.848,0.340
 22:36:33,-0.424,0.304,0.844,0.286
 22:36:33,-0.432,0.316,0.864,0.286
 22:36:33,-0.368,0.264,0.904,0.264
 22:36:33,-0.336,0.188,0.908,0.190
 22:36:34,-0.280,0.184,0.920,0.180
 22:36:34,-0.276,0.208,0.948,0.186
 22:36:34,-0.288,0.164,0.936,0.172
 22:36:34,-0.272,0.148,0.952,0.148
 22:36:35,-0.256,0.188,0.964,0.156
 22:36:35,-0.244,0.168,0.948,0.148
 22:36:35,-0.260,0.172,0.968,0.171
 22:36:35,-0.220,0.136,0.996,0.160
 22:36:36,0.024,0.096,0.996,0.121
 22:36:36,0.156,0.072,1.012,0.077
 22:36:36,0.232,0.048,1.000,0.050
 22:36:37,0.288,0.088,1.180,0.021
 22:36:37,0.280,-0.016,1.048,0.028
 22:36:37,0.288,0.012,1.008,0.042
 22:36:37,0.100,0.092,0.988,0.077
 22:36:38,0.004,0.104,0.996,0.103
 22:36:38,-0.008,0.108,0.992,0.110
 22:36:38,-0.040,0.120,1.000,0.120
 22:36:38,-0.080,0.128,1.016,0.117
 22:36:39,-0.068,0.116,1.004,0.124
 22:36:39,-0.092,0.112,0.988,0.108
 22:36:39,-0.104,0.100,1.000,0.089
 22:36:39,-0.096,0.104,0.992,0.097
 22:36:40,-0.148,1.564,0.368,0.216
 22:36:40,-0.388,2.044,0.084,0.295
 22:36:40,-0.276,0.128,1.028,0.394
 22:36:41,-0.212,0.208,0.936,0.287
 22:36:41,-0.236,0.332,0.940,0.270
 22:36:41,-0.228,0.284,0.948,0.269
 22:36:41,-0.236,0.292,0.944,0.265
 22:36:42,-0.236,0.308,0.940,0.261
 22:36:42,-0.232,0.304,0.936,0.262
 22:36:42,-0.224,0.272,0.952,0.257
 22:36:42,-0.204,0.252,0.948,0.255
 22:36:43,-0.232,0.260,0.952,0.252
 22:36:43,-0.232,0.268,0.936,0.255
 22:36:43,-0.220,0.276,0.948,0.250
 22:36:44,-0.216,0.248,0.936,0.253
 22:36:44,-0.232,0.260,0.944,0.249
 22:36:44,-0.228,0.268,0.936,0.248
 22:36:44,-0.224,0.256,0.940,0.250
 22:36:45,-0.244,0.256,0.952,0.248
 22:36:45,0.188,-1.184,1.104,0.407
 22:36:45,-0.208,0.128,0.848,0.492
 22:36:47,-0.284,0.196,0.932,0.177
 22:36:48,-0.276,0.184,0.944,0.186
 22:36:48,-0.284,0.196,0.932,0.185
 22:36:48,-0.284,0.192,0.944,0.187
 22:36:48,-0.308,0.192,0.944,0.182
 22:36:49,-0.244,0.168,0.948,0.182
 22:36:49,-0.260,0.244,0.944,0.187
 22:36:49,-0.300,0.256,1.032,0.223
 22:36:50,-0.220,0.224,0.956,0.215
