 23:05:19,-0.324,0.040,0.940
 23:05:19,-0.316,0.040,0.936
 23:05:19,-0.328,0.044,0.936
 23:05:19,-0.324,0.040,0.940
 23:05:19,-0.320,0.036,0.940
 23:05:19,-0.320,0.040,0.940
 23:05:19,-0.316,0.036,0.936
 23:05:19,-0.320,0.036,0.936
 23:05:19,-0.320,0.040,0.932
 23:05:19,-0.316,0.040,0.940
 23:05:19,-0.320,0.032,0.944
 23:05:19,-0.324,0.036,0.940
 23:05:19,-0.324,0.036,0.936
 23:05:19,-0.324,0.040,0.944
 23:05:19,-0.316,0.036,0.940
 23:05:19,-0.320,0.036,0.936
 23:05:19,-0.324,0.040,0.940
 23:05:19,-0.324,0.040,0.932
 23:05:19,-0.320,0.032,0.940
 23:05:19,-0.320,0.036,0.940
 23:05:19,-0.324,0.036,0.948
 23:05:19,-0.328,0.044,0.932
 23:05:19,-0.320,0.040,0.940
 23:05:19,-0.324,0.044,0.936
 23:05:19,-0.316,0.040,0.940
 23:05:19,-0.320,0.048,0.932
 23:05:19,-0.316,0.040,0.944
 23:05:19,-0.324,0.036,0.932
 23:05:19,-0.324,0.040,0.936
 23:05:20,-0.320,0.036,0.932
 23:05:20,-0.328,0.040,0.940
 23:05:20,-0.324,0.036,0.948
 23:05:20,-0.316,0.036,0.940
 23:05:20,-0.320,0.040,0.940
 23:05:20,-0.320,0.040,0.936
 23:05:20,-0.316,0.040,0.944
 23:05:20,-0.324,0.040,0.940
 23:05:20,-0.324,0.044,0.936
 23:05:20,-0.320,0.044,0.940
 23:05:20,-0.320,0.036,0.944
 23:05:20,-0.328,0.048,0.936
 23:05:20,-0.320,0.044,0.940
 23:05:20,-0.320,0.040,0.940
 23:05:20,-0.324,0.036,0.940
 23:05:20,-0.324,0.036,0.932
 23:05:20,-0.316,0.036,0.944
 23:05:20,-0.324,0.040,0.944
 23:05:20,-0.324,0.048,0.948
 23:05:20,-0.320,0.040,0.940
 23:05:20,-0.316,0.044,0.940
 23:05:20,-0.316,0.040,0.940
 23:05:20,-0.320,0.036,0.948
 23:05:20,-0.324,0.044,0.932
 23:05:20,-0.316,0.044,0.940
 23:05:20,-0.320,0.032,0.936
 23:05:20,-0.316,0.040,0.940
 23:05:20,-0.320,0.040,0.948
 23:05:20,-0.320,0.036,0.936
 23:05:20,-0.320,0.040,0.944
 23:05:20,-0.320,0.036,0.944
 23:05:20,-0.324,0.040,0.944
 23:05:20,-0.320,0.040,0.940
 23:05:20,-0.320,0.036,0.948
 23:05:20,-0.320,0.040,0.936
 23:05:20,-0.320,0.040,0.940
 23:05:20,-0.320,0.040,0.932
 23:05:20,-0.320,0.040,0.940
 23:05:20,-0.316,0.032,0.940
 23:05:20,-0.320,0.040,0.944
 23:05:20,-0.324,0.040,0.944
 23:05:20,-0.320,0.040,0.936
 23:05:20,-0.316,0.036,0.932
 23:05:20,-0.320,0.036,0.944
 23:05:20,-0.316,0.036,0.936
 23:05:20,-0.316,0.036,0.940
 23:05:20,-0.316,0.040,0.944
 23:05:20,-0.320,0.040,0.936
 23:05:20,-0.320,0.044,0.936
 23:05:20,-0.324,0.040,0.944
 23:05:20,-0.316,0.036,0.936
 23:05:20,-0.324,0.048,0.940
 23:05:20,-0.328,0.040,0.932
 23:05:20,-0.324,0.040,0.940
 23:05:20,-0.324,0.044,0.936
 23:05:20,-0.324,0.044,0.936
 23:05:20,-0.320,0.036,0.932
 23:05:20,-0.324,0.044,0.932
 23:05:20,-0.320,0.036,0.936
 23:05:20,-0.320,0.036,0.940
 23:05:20,-0.320,0.040,0.940
 23:05:20,-0.324,0.044,0.948
 23:05:20,-0.324,0.040,0.948
 23:05:20,-0.320,0.044,0.944
 23:05:20,-0.320,0.040,0.940
 23:05:20,-0.320,0.040,0.944
 23:05:20,-0.316,0.036,0.940
 23:05:20,-0.328,0.040,0.928
 23:05:20,-0.320,0.040,0.936
 23:05:20,-0.320,0.032,0.940
 23:05:20,-0.324,0.036,0.940
 23:05:20,-0.320,0.040,0.932
 23:05:20,-0.320,0.036,0.936
 23:05:20,-0.320,0.040,0.936
 23:05:20,-0.324,0.040,0.944
 23:05:20,-0.316,0.036,0.936
 23:05:20,-0.320,0.044,0.940
 23:05:20,-0.320,0.032,0.944
 23:05:20,-0.316,0.036,0.940
 23:05:20,-0.320,0.040,0.936
 23:05:20,-0.320,0.036,0.944
 23:05:20,-0.320,0.044,0.932
 23:05:20,-0.312,0.032,0.944
 23:05:20,-0.320,0.036,0.944
 23:05:20,-0.320,0.044,0.944
