0.484,-0.065,0.918,0,0,0,1
0.49,-0.065,0.917,0,0,0,1
0.49,-0.059,0.917,0,0,0,1
0.487,-0.049,0.925,0,0,0,1
0.485,-0.041,0.911,0.001,0.002,0.001,1
0.501,-0.287,0.637,0.01,0.098,0.026,0
0.51,-0.847,0.07,0.041,0.152,0.119,0
0.911,-0.841,-0.259,0.181,0.315,0.026,0
0.676,-0.377,-0.26,0.626,0.423,0.145,0
0.711,-0.287,-0.848,0.191,0.126,0.013,0
0.545,-0.184,-0.826,0.028,0.015,0.017,0
0.49,-0.117,-0.88,0.01,0.025,0.01,0
0.436,-0.037,-0.926,0.003,0.004,0,0
0.367,0.032,-0.951,0.003,0.002,0.001,2
0.33,0.061,-0.968,0.022,0.009,0.002,2
0.298,0.089,-0.976,0.001,0.003,0,2
0.297,0.088,-0.974,0.001,0,0,2
0.306,0.085,-0.974,0,0.001,0,2
0.311,0.083,-0.971,0,0.001,0,2
0.316,0.085,-0.969,0.001,0.001,0,2
0.317,0.086,-0.97,0,0,0,2
0.321,0.086,-0.969,0,0.002,0,2
0.322,0.08,-0.968,0,0.001,0,2
0.325,0.084,-0.966,0,0,0,2
0.332,0.077,-0.966,0,0.001,0,2
0.334,0.081,-0.966,0,0.002,0,2
0.337,0.076,-0.967,0.001,0.001,0,2
0.397,-0.009,-0.965,0.003,0.008,0,2
0.244,-0.168,-0.832,0.29,0.056,0.213,2
0.012,-0.367,-0.917,0,0,0,2
0.015,-0.363,-0.919,0,0,0,2
0.259,-0.489,-1.17,0.155,0.052,0.116,2
0.67,-0.095,-0.198,0.161,0.052,0.161,0
0.914,0.024,0.447,0.284,0.082,0.079,0
0.443,0.073,0.905,0.04,0.005,0.014,1
0.2,0.171,0.999,0.007,0.001,0,1
0.131,0.161,1.01,0.001,0,0,1
0.112,0.16,1.009,0.002,0.001,0,1
-0.047,0.22,1.012,0.001,0.001,0,1
-0.055,0.2,1.008,0.001,0,0,1
-0.041,0.192,1.005,0.001,0,0,1
-0.022,0.179,1.011,0,0,0,1
-0.01,0.172,1.006,0.001,0,0,1
-0.009,0.176,1.013,0,0,0,1
-0.012,0.179,1.013,0,0,0,1
-0.009,0.172,1.011,0,0,0,1
-0.01,0.174,1.01,0,0,0,1
-0.008,0.18,1.014,0,0,0,1
-0.008,0.177,1.009,0,0,0,1
-0.007,0.178,1.008,0,0,0,1
-0.002,0.177,1.013,0,0,0,1
-0.002,0.176,1.008,0,0,0,1
-0.004,0.178,1.009,0,0,0,1
-0.005,0.178,1.01,0,0,0,1
-0.003,0.178,1.009,0,0,0,1
-0.007,0.181,1.012,0,0,0,1
-0.004,0.18,1.01,0,0,0,1
-0.002,0.18,1.01,0,0,0,1
0.012,0.179,1.008,0,0,0,1
0.002,0.181,1.01,0,0,0,1
-0.002,0.183,1.015,0,0,0,1
0.085,0.181,1.005,0.017,0.001,0.001,1
0.319,0.163,0.965,0.012,0.002,0.015,1
0.656,-0.031,0.773,0.041,0.058,0.02,0
0.791,-0.246,0.659,0.001,0.001,0,0
0.798,-0.264,0.631,0,0.001,0,0
0.806,-0.311,0.584,0.002,0.005,0.002,0
0.8,-0.462,0.444,0.003,0.011,0.007,0
0.906,-0.559,0.22,0.01,0.039,0.005,0
0.779,-0.687,0.131,0.032,0.024,0.004,0
0.629,-0.798,0.208,0.016,0.087,0.008,0
0.545,-0.755,0.38,0.015,0.002,0.002,0
0.705,-0.562,0.338,0.073,0.032,0.031,0
1.071,-0.007,0.148,0.058,0.036,0.007,0
1.045,-0.04,-0.009,0.011,0.143,0.014,0
1.087,-0.25,-0.183,0.006,0.06,0.01,0
1.089,-0.161,-0.013,0.009,0.028,0.007,0
1.026,-0.03,0.125,0.008,0.008,0.002,0
1.098,0.094,0.152,0.007,0.016,0.006,0
0.978,-0.141,0.292,0.02,0.038,0.012,0
1.149,0.038,0.044,0.057,0.071,0.013,0
1.026,-0.264,0.07,0.017,0.02,0.011,0
0.945,-0.289,0.053,0.038,0.122,0.041,0
1.073,0.064,-0.155,0.073,0.221,0.007,0
1.039,-0.446,-0.313,0.037,0.428,0.119,0
1.186,0.058,-0.391,0.186,0.902,0.016,0
0.943,0.371,-0.544,0.138,0.729,0.053,0
1.153,0.026,-0.823,0.229,1.275,0.294,0
1.178,0.023,-0.891,0.24,1.308,0.217,0
1.161,0.05,-0.852,0.408,0.888,0.223,0
1.133,-0.017,-0.538,0.268,0.746,0.053,0
1.016,-0.159,-0.346,0.11,0.109,0.066,0
0.903,-0.297,-0.524,0.065,0.036,0.006,0
0.879,-0.181,-0.488,0.03,0.031,0.008,0
0.932,-0.039,-0.607,0.118,0.489,0.048,0
0.958,-0.158,-0.688,0.083,0.521,0.053,0
0.975,-0.195,-0.709,0.068,0.608,0.023,0
1.001,-0.169,-0.863,0.126,1.161,0.056,0
1.015,-0.147,-0.955,0.223,1.436,0.085,2
1.03,-0.245,-1.115,0.333,1.792,0.171,2
0.919,-0.221,-1.049,0.38,1.335,0.139,2
0.904,-0.104,-1.068,0.354,1.49,0.076,2
1.007,-0.019,-0.793,0.152,0.906,0.074,2
0.98,-0.073,-0.6,0.116,0.041,0.043,0
0.936,-0.248,-0.392,0.146,0.03,0.032,0
1.033,-0.03,-0.246,0.024,0.035,0.002,0
1.048,0.146,-0.081,0.018,0.028,0.022,0
1.03,0.252,0.166,0.103,0.02,0.046,0
0.759,0.428,0.629,0.009,0.001,0.004,0
0.602,0.435,0.765,0.004,0.005,0.002,0
0.519,0.383,0.827,0.007,0.004,0.003,0
0.443,0.409,0.869,0.001,0.001,0,0
0.471,0.41,0.87,0.012,0.004,0.006,0
0.411,0.395,0.87,0.005,0.041,0.003,0
0.758,0.431,0.583,0.321,0.096,0.089,0
0.981,0.312,0.46,0.052,0.043,0.009,0
0.792,0.461,0.575,0.059,0.031,0.014,0
0.542,0.33,0.825,0.029,0.011,0.003,1
0.003,0.224,0.99,0.039,0.005,0.002,1
-0.077,0.194,0.995,0.005,0.001,0,1
-0.135,0.209,0.993,0.006,0,0,1
-0.097,0.193,0.999,0.002,0,0,1
-0.106,0.197,0.999,0.002,0,0,1
-0.122,0.201,0.996,0,0,0,1
-0.116,0.205,0.995,0.003,0,0,1
-0.141,0.217,0.992,0.002,0,0,1
-0.125,0.214,0.994,0.001,0,0,1
-0.121,0.214,0.994,0.001,0,0,1
-0.137,0.22,0.997,0.001,0,0,1
0.205,0.208,0.922,0.21,0.019,0.013,1
0.487,0.219,0.875,0.051,0.014,0.026,1
0.804,0.213,0.537,0.152,0.215,0.053,0
1.048,0.365,0.065,0.077,0.061,0.021,0
1.048,0.44,-0.144,0.145,0.089,0.061,0
0.86,0.602,-0.174,0.029,0.058,0.016,0
0.766,0.655,-0.296,0.384,0.422,0.032,0
0.867,0.614,-0.498,0.701,0.088,0.026,0
0.772,0.582,-0.469,0.04,0.002,0.003,0
0.698,0.558,-0.452,0.158,0.189,0.008,0
0.471,0.358,-0.94,0.051,0.007,0.023,2
0.034,0.309,-0.982,0.007,0.002,0.001,2
-0.048,0.309,-0.963,0.001,0,0,2
-0.022,0.281,-0.972,0.001,0,0,2
-0.012,0.272,-0.98,0.001,0,0,2
-0.001,0.27,-0.979,0.001,0,0,2
0.006,0.271,-0.981,0,0,0,2
0.003,0.265,-0.976,0,0,0,2
0.03,0.293,-0.983,0,0.001,0,2
-0.017,0.257,-0.978,0,0,0,2
-0.014,0.253,-0.986,0.001,0,0,2
-0.02,0.254,-0.979,0.001,0,0,2
-0.047,0.258,-0.979,0,0,0,2
-0.044,0.256,-0.98,0,0,0,2
-0.033,0.246,-0.979,0,0,0,2
-0.032,0.242,-0.981,0,0,0,2
-0.025,0.246,-0.984,0,0,0,2
-0.028,0.25,-0.981,0,0,0,2
-0.03,0.252,-0.981,0,0,0,2
-0.037,0.253,-0.982,0,0,0,2
-0.038,0.252,-0.98,0,0,0,2
-0.039,0.254,-0.978,0,0,0,2
-0.041,0.252,-0.979,0,0,0,2
-0.034,0.255,-0.981,0,0,0,2
-0.055,0.255,-0.977,0.007,0.002,0,2
-0.088,0.273,-0.967,0.001,0,0,2
0.149,0.281,-1.015,0.147,0.023,0.015,2
0.366,0.202,-1.02,0.372,0.319,0.036,2
0.951,0.269,-0.537,0.099,0.103,0.022,0
0.978,0.171,-0.034,0.149,0.063,0.031,0
1.035,0.35,0.264,0.159,0.238,0.015,0
0.318,0.471,0.746,0.168,0.032,0.048,0
0.169,0.401,0.938,0.009,0.002,0,1
0.146,0.275,0.976,0.007,0.007,0.002,1
0.149,0.235,0.995,0.003,0.001,0,1
0.15,0.249,0.994,0.001,0,0,1
0.124,0.239,1.003,0.001,0,0,1
0.132,0.237,1.001,0.001,0,0,1
0.08,0.226,1.003,0.007,0.002,0.001,1
0.058,0.09,0.958,0.063,0.027,0.009,1
0.862,0.596,0.462,0.019,0.105,0.012,0
1.015,0.275,0.161,0.042,0.075,0.028,0
1.071,0.284,-0.207,0.016,0.024,0.02,0
1.013,-0.004,-0.346,0.013,0.007,0.007,0
0.933,-0.272,-0.429,0.008,0.002,0.003,0
0.896,-0.329,-0.522,0.001,0.001,0.001,0
0.827,-0.386,-0.481,0.006,0.004,0.005,0
0.869,-0.443,-0.46,0.008,0.034,0.007,0
0.896,-0.298,-0.419,0.024,0.044,0.05,0
1.01,-0.159,-0.308,0.011,0.058,0.029,0
0.939,-0.136,-0.55,0.037,0.124,0.09,0
0.893,-0.107,-0.432,0.027,0.036,0.036,0
1.037,0.01,-0.492,0.058,0.019,0.013,0
0.862,-0.262,-0.489,0.065,0.354,0.053,0
0.98,-0.353,-0.267,0.001,0.001,0.001,0
0.952,-0.367,-0.265,0.001,0,0,0
0.957,-0.372,-0.263,0,0,0,0
0.954,-0.375,-0.262,0,0,0,0
0.958,-0.371,-0.258,0,0,0,0
0.952,-0.37,-0.257,0.001,0,0,0
0.975,-0.338,-0.263,0,0,0,0
0.968,-0.341,-0.261,0,0,0,0
1,-0.266,-0.24,0.038,0.012,0.007,0
1.093,-0.097,-0.421,0.091,0.011,0.067,0
0.915,0.453,-0.547,0.116,0.161,0.054,0
0.772,-0.564,-0.901,0.242,0.253,0.054,0
0.835,0.258,-0.783,0.472,0.485,0.086,0
0.835,-0.051,-0.628,0.148,0.462,0.032,0
0.912,-0.49,-0.943,0.317,0.272,0.02,0
0.919,0.372,-0.78,0.344,0.123,0.065,0
0.617,-0.6,-0.935,0.243,0.232,0.022,0
0.675,0.058,-1.113,0.628,0.762,0.084,0
1.016,0.002,-0.846,0.334,0.495,0.012,0
0.91,-0.409,-0.683,0.055,0.061,0.069,0
1.07,0.281,-0.017,0.205,0.024,0.082,0
0.967,0.164,0.313,0.071,0.054,0.003,0
1.04,0.106,0.298,0.085,0.027,0.023,0
0.935,0.168,0.433,0.152,0.026,0.034,0
0.757,0.244,0.678,0.011,0.002,0.001,0
0.803,0.239,0.673,0.001,0.001,0,0
0.806,0.243,0.68,0.001,0.001,0,0
0.809,0.206,0.666,0.003,0.002,0,0
0.804,0.246,0.69,0.002,0.001,0,0
0.801,0.211,0.679,0,0,0,0
0.801,0.21,0.679,0,0,0,0
0.799,0.239,0.688,0.001,0,0,0
0.801,0.23,0.688,0.001,0,0,0
0.65,0.298,0.767,0.061,0.055,0.046,0
0.569,0.175,0.828,0.291,0.123,0.026,0
0.697,-0.104,0.801,0.01,0.003,0.001,0
0.623,-0.039,0.833,0.012,0.003,0.003,0
0.447,0.009,0.937,0.004,0.002,0.001,1
0.399,0.001,0.959,0.004,0.001,0.001,1
0.384,0.013,0.964,0.001,0,0,1
0.351,0.031,0.973,0.001,0,0,1
0.323,0.028,0.981,0.001,0,0,1
0.286,0.047,0.995,0,0,0,1
0.316,0.037,0.972,0.044,0.006,0.006,1
0.351,-0.019,0.888,0.154,0.025,0.055,1
0.88,-0.125,0.492,0.072,0.035,0.029,0
1.091,-0.254,0.195,0.05,0.054,0.011,0
0.93,-0.431,0.067,0.05,0.076,0.02,0
0.704,-0.523,-0.488,0.135,0.067,0.051,0
0.502,-0.26,-0.913,0.04,0.019,0.009,0
0.361,-0.14,-0.958,0.003,0.003,0.001,2
0.388,-0.134,-0.936,0.001,0.001,0,2
0.418,-0.139,-0.916,0.001,0.002,0,2
0.417,-0.135,-0.927,0,0.002,0,2
0.415,-0.127,-0.925,0.001,0,0,2
0.399,-0.108,-0.929,0.003,0.001,0,2
0.375,-0.046,-0.952,0.005,0.001,0.001,2
0.38,0.01,-0.952,0.003,0.001,0,2
0.375,0.046,-0.955,0.001,0.001,0,2
0.387,0.042,-0.957,0,0,0,2
0.388,0.046,-0.945,0,0.001,0,2
0.402,0.054,-0.951,0.002,0.001,0.001,2
0.413,0.019,-0.938,0.001,0,0,2
0.503,-0.099,-0.982,0.014,0.009,0.003,2
0.735,-0.194,-0.707,0.019,0.018,0.017,2
0.929,-0.186,-0.254,0.008,0.032,0.032,0
1.08,-0.088,-0.002,0.125,0.061,0.144,0
0.52,0.212,0.706,0.276,0.024,0.033,1
-0.004,0.126,1.02,0.008,0.004,0.001,1
-0.046,0.085,1.02,0.003,0,0,1
-0.032,0.089,1.017,0.007,0,0.001,1
-0.046,0.075,1.005,0.001,0,0,1
-0.041,0.078,1.015,0.001,0,0,1
-0.039,0.086,1.015,0.001,0,0,1
-0.031,0.086,1.02,0.001,0,0,1
-0.031,0.089,1.011,0.001,0,0,1
-0.024,0.097,1.016,0,0,0,1
-0.036,0.091,1.015,0.001,0,0,1
-0.052,0.096,1.012,0.001,0,0,1
-0.069,0.102,1.019,0.019,0.031,0.004,1
0.157,0.459,0.889,0.048,0.045,0.006,1
0.053,0.81,0.614,0.193,0.022,0.009,0
-0.353,0.967,0.375,0.064,0.005,0.005,0
-0.364,0.923,0.313,0.006,0.002,0,0
-0.404,0.932,0.282,0.003,0.001,0,0
-0.406,0.943,0.27,0.003,0.001,0,0
-0.406,0.942,0.263,0.001,0,0,0
-0.395,0.941,0.262,0,0,0,0
-0.401,0.942,0.249,0.001,0,0,0
-0.408,0.95,0.247,0.001,0,0,0
-0.392,0.941,0.248,0.003,0,0,0
-0.407,0.946,0.238,0.001,0,0,0
-0.41,0.949,0.235,0.002,0.001,0.001,0
-0.406,0.942,0.237,0.001,0,0,0
-0.408,0.951,0.232,0.006,0,0,0
-0.405,0.945,0.238,0.001,0,0,0
-0.405,0.947,0.231,0.003,0,0,0
-0.415,0.952,0.225,0.001,0,0,0
-0.4,0.95,0.241,0.001,0.001,0,0
-0.393,0.94,0.233,0.002,0,0,0
-0.41,0.954,0.227,0.001,0,0,0
-0.411,0.951,0.223,0.001,0.001,0,0
-0.399,0.95,0.235,0.002,0,0,0
-0.468,0.912,0.227,0.018,0.006,0.002,0
-0.023,0.988,0.322,0.07,0.05,0.03,0
0.194,0.949,0.433,0.021,0.055,0.002,0
0.152,1.039,0.439,0.244,0.04,0.007,0
0.079,0.878,0.577,0.087,0.043,0.01,0
-0.32,0.386,0.719,0.167,0.145,0.015,0
-0.648,-0.115,0.846,0.009,0.043,0.002,0
-0.489,0.041,0.821,0.007,0.002,0.001,0
-0.595,-0.183,0.773,0.007,0.014,0.002,0
-0.573,-0.361,0.713,0.002,0.003,0,0
-0.521,-0.405,0.71,0,0,0,0
-0.491,-0.423,0.723,0,0,0,0
-0.473,-0.443,0.731,0,0,0,0
-0.459,-0.451,0.731,0,0,0,0
-0.459,-0.476,0.753,0.002,0.002,0.001,0
-0.254,-0.367,0.838,0.071,0.063,0.006,0
0.243,-0.007,0.941,0.019,0.01,0.046,0
0.192,-0.161,0.761,0.236,0.099,0.613,0
